Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,NA_Cumulative_Sales
640.0,pro evolution soccer 2011,PS3,2010.0,Sports,Konami Digital Entertainment,0.29,1.18,0.54,0.41,2.42,,
640.0,pro evolution soccer 2011,PS3,2010.0,Sports,Konami Digital Entertainment,0.29,1.18,0.54,0.41,2.42,10s,
640.0,pro evolution soccer 2011,PS3,2010.0,Sports,Konami Digital Entertainment,0.29,1.18,0.54,0.41,2.42,,
640.0,pro evolution soccer 2011,PS3,2010.0,Sports,Konami Digital Entertainment,0.29,1.18,0.54,0.41,2.42,10s,
664.0,Madden NFL 11,PS3,2010.0,Sports,Electronic Arts,2.04,0.15,0.0,0.19,2.38,,
664.0,Madden NFL 11,PS3,2010.0,Sports,Electronic Arts,2.04,0.15,0.0,0.19,2.38,10s,
664.0,Madden NFL 11,PS3,2010.0,Sports,Electronic Arts,2.04,0.15,0.0,0.19,2.38,10s,
664.0,Madden NFL 11,PS3,2010.0,Sports,Electronic Arts,2.04,0.15,0.0,0.19,2.38,,
670.0,Madden NFL 10,PS3,2009.0,Sports,Electronic Arts,2.03,0.13,0.0,0.21,2.37,00s,
670.0,Madden NFL 10,PS3,2009.0,Sports,Electronic Arts,2.03,0.13,0.0,0.21,2.37,,
670.0,Madden NFL 10,PS3,2009.0,Sports,Electronic Arts,2.03,0.13,0.0,0.21,2.37,00s,
670.0,Madden NFL 10,PS3,2009.0,Sports,Electronic Arts,2.03,0.13,0.0,0.21,2.37,,
699.0,Pro Evolution Soccer 2010,PS3,2009.0,Sports,Konami Digital Entertainment,0.3,1.27,0.46,0.26,2.28,,
699.0,Pro Evolution Soccer 2010,PS3,2009.0,Sports,Konami Digital Entertainment,0.3,1.27,0.46,0.26,2.28,00s,
699.0,Pro Evolution Soccer 2010,PS3,2009.0,Sports,Konami Digital Entertainment,0.3,1.27,0.46,0.26,2.28,,
699.0,Pro Evolution Soccer 2010,PS3,2009.0,Sports,Konami Digital Entertainment,0.3,1.27,0.46,0.26,2.28,00s,
719.0,Madden NFL 12,PS3,2011.0,Sports,Electronic Arts,1.93,0.15,0.0,0.17,2.25,10s,
719.0,Madden NFL 12,PS3,2011.0,Sports,Electronic Arts,1.93,0.15,0.0,0.17,2.25,,
719.0,Madden NFL 12,PS3,2011.0,Sports,Electronic Arts,1.93,0.15,0.0,0.17,2.25,,
719.0,Madden NFL 12,PS3,2011.0,Sports,Electronic Arts,1.93,0.15,0.0,0.17,2.25,10s,
778.0,NBA 2K12,PS3,2011.0,Sports,Take-Two Interactive,1.61,0.27,0.05,0.18,2.11,10s,
781.0,PES 2009: Pro Evolution Soccer,PS3,2008.0,Sports,Konami Digital Entertainment,0.11,1.34,0.4,0.26,2.11,,
778.0,NBA 2K12,PS3,2011.0,Sports,Take-Two Interactive,1.61,0.27,0.05,0.18,2.11,,
778.0,NBA 2K12,PS3,2011.0,Sports,Take-Two Interactive,1.61,0.27,0.05,0.18,2.11,,
781.0,PES 2009: Pro Evolution Soccer,PS3,2008.0,Sports,Konami Digital Entertainment,0.11,1.34,0.4,0.26,2.11,00s,
781.0,PES 2009: Pro Evolution Soccer,PS3,2008.0,Sports,Konami Digital Entertainment,0.11,1.34,0.4,0.26,2.11,,
781.0,PES 2009: Pro Evolution Soccer,PS3,2008.0,Sports,Konami Digital Entertainment,0.11,1.34,0.4,0.26,2.11,00s,
778.0,NBA 2K12,PS3,2011.0,Sports,Take-Two Interactive,1.61,0.27,0.05,0.18,2.11,10s,
809.0,Skate 3,PS3,2010.0,Sports,Electronic Arts,0.79,0.94,0.0,0.35,2.08,,
809.0,Skate 3,PS3,2010.0,Sports,Electronic Arts,0.79,0.94,0.0,0.35,2.08,,
809.0,Skate 3,PS3,2010.0,Sports,Electronic Arts,0.79,0.94,0.0,0.35,2.08,10s,
809.0,Skate 3,PS3,2010.0,Sports,Electronic Arts,0.79,0.94,0.0,0.35,2.08,10s,
825.0,NBA 2K14,PS3,2013.0,Sports,Take-Two Interactive,1.43,0.33,0.04,0.25,2.05,10s,
825.0,NBA 2K14,PS3,2013.0,Sports,Take-Two Interactive,1.43,0.33,0.04,0.25,2.05,,
825.0,NBA 2K14,PS3,2013.0,Sports,Take-Two Interactive,1.43,0.33,0.04,0.25,2.05,10s,
825.0,NBA 2K14,PS3,2013.0,Sports,Take-Two Interactive,1.43,0.33,0.04,0.25,2.05,,
912.0,Madden NFL 09,PS3,2008.0,Sports,Electronic Arts,1.56,0.15,0.0,0.18,1.89,00s,
912.0,Madden NFL 09,PS3,2008.0,Sports,Electronic Arts,1.56,0.15,0.0,0.18,1.89,,
984.0,Madden NFL 25,PS3,2013.0,Sports,Electronic Arts,1.59,0.03,0.0,0.15,1.77,,
984.0,Madden NFL 25,PS3,2013.0,Sports,Electronic Arts,1.59,0.03,0.0,0.15,1.77,10s,
1003.0,FIFA Soccer 08,PS3,2007.0,Sports,Electronic Arts,0.35,1.07,0.02,0.32,1.76,,
1003.0,FIFA Soccer 08,PS3,2007.0,Sports,Electronic Arts,0.35,1.07,0.02,0.32,1.76,00s,
1166.0,Pro Evolution Soccer 2008,PS3,2007.0,Sports,Konami Digital Entertainment,0.04,1.1,0.32,0.13,1.59,00s,
1166.0,Pro Evolution Soccer 2008,PS3,2007.0,Sports,Konami Digital Entertainment,0.04,1.1,0.32,0.13,1.59,,
1186.0,Pro Evolution Soccer 2013,PS3,2012.0,Sports,Konami Digital Entertainment,0.18,0.64,0.49,0.25,1.56,10s,
1186.0,Pro Evolution Soccer 2013,PS3,2012.0,Sports,Konami Digital Entertainment,0.18,0.64,0.49,0.25,1.56,,
1373.0,Madden NFL 15,PS3,2014.0,Sports,Electronic Arts,1.07,0.15,0.0,0.19,1.41,,
1373.0,Madden NFL 15,PS3,2014.0,Sports,Electronic Arts,1.07,0.15,0.0,0.19,1.41,10s,
1424.0,NBA 2K15,PS3,2014.0,Sports,Take-Two Interactive,0.86,0.27,0.02,0.22,1.36,,
1424.0,NBA 2K15,PS3,2014.0,Sports,Take-Two Interactive,0.86,0.27,0.02,0.22,1.36,10s,
1530.0,FIFA Street,PS3,2012.0,Sports,Electronic Arts,0.11,0.92,0.0,0.25,1.29,10s,
1530.0,FIFA Street,PS3,2012.0,Sports,Electronic Arts,0.11,0.92,0.0,0.25,1.29,,
1614.0,2010 FIFA World Cup South Africa,PS3,2010.0,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23,10s,
1614.0,2010 FIFA World Cup South Africa,PS3,2010.0,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23,,
1686.0,WWE 2K14,PS3,2013.0,Sports,Take-Two Interactive,0.49,0.49,0.0,0.21,1.19,10s,
1686.0,WWE 2K14,PS3,2013.0,Sports,Take-Two Interactive,0.49,0.49,0.0,0.21,1.19,,
1788.0,Hot Shots Golf: Out of Bounds,PS3,2007.0,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14,00s,
1788.0,Hot Shots Golf: Out of Bounds,PS3,2007.0,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14,,
1962.0,Virtua Tennis 3,PS3,2007.0,Sports,Sega,0.23,0.59,0.03,0.22,1.06,00s,
1962.0,Virtua Tennis 3,PS3,2007.0,Sports,Sega,0.23,0.59,0.03,0.22,1.06,,
2130.0,Madden NFL 08,PS3,2007.0,Sports,Electronic Arts,0.89,0.01,0.0,0.08,0.97,00s,
2130.0,Madden NFL 08,PS3,2007.0,Sports,Electronic Arts,0.89,0.01,0.0,0.08,0.97,,
2229.0,SSX,PS3,2012.0,Sports,Electronic Arts,0.35,0.42,0.02,0.14,0.93,,
2229.0,SSX,PS3,2012.0,Sports,Electronic Arts,0.35,0.42,0.02,0.14,0.93,10s,
2253.0,EA Sports Active 2,PS3,2010.0,Sports,Electronic Arts,0.52,0.28,0.0,0.12,0.92,10s,
2268.0,MLB 12: The Show,PS3,2012.0,Sports,Sony Computer Entertainment,0.86,0.0,0.0,0.06,0.92,10s,
2268.0,MLB 12: The Show,PS3,2012.0,Sports,Sony Computer Entertainment,0.86,0.0,0.0,0.06,0.92,,
2253.0,EA Sports Active 2,PS3,2010.0,Sports,Electronic Arts,0.52,0.28,0.0,0.12,0.92,,
2311.0,Tiger Woods PGA Tour 12: The Masters,PS3,2011.0,Sports,Electronic Arts,0.52,0.26,0.0,0.12,0.9,10s,
2311.0,Tiger Woods PGA Tour 12: The Masters,PS3,2011.0,Sports,Electronic Arts,0.52,0.26,0.0,0.12,0.9,,
2392.0,Beijing 2008,PS3,2008.0,Sports,Sega,0.14,0.54,0.01,0.18,0.87,00s,
2392.0,Beijing 2008,PS3,2008.0,Sports,Sega,0.14,0.54,0.01,0.18,0.87,,
2445.0,WWE 2K15,PS3,2014.0,Sports,Take-Two Interactive,0.36,0.35,0.0,0.14,0.85,10s,
2445.0,WWE 2K15,PS3,2014.0,Sports,Take-Two Interactive,0.36,0.35,0.0,0.14,0.85,,
2430.0,Skate 2,PS3,2009.0,Sports,Electronic Arts,0.46,0.26,0.01,0.12,0.85,,
2430.0,Skate 2,PS3,2009.0,Sports,Electronic Arts,0.46,0.26,0.01,0.12,0.85,00s,
2460.0,NBA 2K10,PS3,2009.0,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07,0.84,00s,
2464.0,NCAA Football 11,PS3,2010.0,Sports,Electronic Arts,0.79,0.0,0.0,0.06,0.84,10s,
2464.0,NCAA Football 11,PS3,2010.0,Sports,Electronic Arts,0.79,0.0,0.0,0.06,0.84,,
2460.0,NBA 2K10,PS3,2009.0,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07,0.84,,
2457.0,Tiger Woods PGA Tour 11,PS3,2010.0,Sports,Electronic Arts,0.37,0.34,0.0,0.13,0.84,,
2457.0,Tiger Woods PGA Tour 11,PS3,2010.0,Sports,Electronic Arts,0.37,0.34,0.0,0.13,0.84,10s,
2495.0,NCAA Football 12,PS3,2011.0,Sports,Electronic Arts,0.78,0.0,0.0,0.05,0.83,10s,
2495.0,NCAA Football 12,PS3,2011.0,Sports,Electronic Arts,0.78,0.0,0.0,0.05,0.83,,
2525.0,Madden NFL 16,PS3,2015.0,Sports,Electronic Arts,0.56,0.11,0.0,0.15,0.82,10s,
2525.0,Madden NFL 16,PS3,2015.0,Sports,Electronic Arts,0.56,0.11,0.0,0.15,0.82,,
2557.0,NCAA Football 10,PS3,2009.0,Sports,Electronic Arts,0.75,0.0,0.0,0.06,0.81,00s,
2557.0,NCAA Football 10,PS3,2009.0,Sports,Electronic Arts,0.75,0.0,0.0,0.06,0.81,,
2563.0,NCAA Football 14,PS3,2013.0,Sports,Electronic Arts,0.75,0.0,0.0,0.06,0.8,10s,
2579.0,NBA 2K16,PS3,2015.0,Sports,Take-Two Interactive,0.44,0.19,0.03,0.13,0.8,,
2563.0,NCAA Football 14,PS3,2013.0,Sports,Electronic Arts,0.75,0.0,0.0,0.06,0.8,,
2579.0,NBA 2K16,PS3,2015.0,Sports,Take-Two Interactive,0.44,0.19,0.03,0.13,0.8,10s,
2609.0,Tiger Woods PGA Tour 10,PS3,2009.0,Sports,Electronic Arts,0.42,0.25,0.0,0.12,0.79,,
2609.0,Tiger Woods PGA Tour 10,PS3,2009.0,Sports,Electronic Arts,0.42,0.25,0.0,0.12,0.79,00s,
2790.0,Tiger Woods PGA Tour 08,PS3,2007.0,Sports,Electronic Arts,0.22,0.38,0.0,0.14,0.74,,
2790.0,Tiger Woods PGA Tour 08,PS3,2007.0,Sports,Electronic Arts,0.22,0.38,0.0,0.14,0.74,00s,
2851.0,MLB 09: The Show,PS3,2009.0,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.72,,
2851.0,MLB 09: The Show,PS3,2009.0,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.72,00s,
2880.0,MLB 10: The Show,PS3,2010.0,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.71,,
2866.0,Top Spin 4,PS3,2011.0,Sports,Take-Two Interactive,0.17,0.4,0.0,0.14,0.71,,
2903.0,2014 FIFA World Cup Brazil,PS3,2014.0,Sports,Electronic Arts,0.15,0.39,0.01,0.16,0.71,,
2880.0,MLB 10: The Show,PS3,2010.0,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.71,10s,
2862.0,MLB 13: The Show,PS3,2013.0,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.71,,
2903.0,2014 FIFA World Cup Brazil,PS3,2014.0,Sports,Electronic Arts,0.15,0.39,0.01,0.16,0.71,10s,
2866.0,Top Spin 4,PS3,2011.0,Sports,Take-Two Interactive,0.17,0.4,0.0,0.14,0.71,10s,
2862.0,MLB 13: The Show,PS3,2013.0,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.71,10s,
2904.0,London 2012: The Official Video Game of the Olympic Games,PS3,2012.0,Sports,Sega,0.06,0.5,0.0,0.15,0.7,,
2938.0,MLB 08: The Show,PS3,2008.0,Sports,Sony Computer Entertainment,0.64,0.0,0.0,0.05,0.7,,
2904.0,London 2012: The Official Video Game of the Olympic Games,PS3,2012.0,Sports,Sega,0.06,0.5,0.0,0.15,0.7,10s,
2938.0,MLB 08: The Show,PS3,2008.0,Sports,Sony Computer Entertainment,0.64,0.0,0.0,0.05,0.7,00s,
3080.0,Tiger Woods PGA Tour 09,PS3,2008.0,Sports,Electronic Arts,0.34,0.22,0.0,0.1,0.66,,
3055.0,Shaun White Snowboarding,PS3,2008.0,Sports,Ubisoft,0.31,0.24,0.01,0.1,0.66,00s,
3055.0,Shaun White Snowboarding,PS3,2008.0,Sports,Ubisoft,0.31,0.24,0.01,0.1,0.66,,
3080.0,Tiger Woods PGA Tour 09,PS3,2008.0,Sports,Electronic Arts,0.34,0.22,0.0,0.1,0.66,00s,
3097.0,NHL 13,PS3,2012.0,Sports,Electronic Arts,0.33,0.22,0.0,0.1,0.65,10s,
3097.0,NHL 13,PS3,2012.0,Sports,Electronic Arts,0.33,0.22,0.0,0.1,0.65,,
3178.0,NBA Live 08,PS3,2007.0,Sports,Electronic Arts,0.56,0.02,0.01,0.05,0.64,00s,
3178.0,NBA Live 08,PS3,2007.0,Sports,Electronic Arts,0.56,0.02,0.01,0.05,0.64,,
3198.0,Tony Hawk's Project 8,PS3,2006.0,Sports,Activision,0.3,0.23,0.01,0.1,0.63,,
3198.0,Tony Hawk's Project 8,PS3,2006.0,Sports,Activision,0.3,0.23,0.01,0.1,0.63,00s,
3253.0,Pro Evolution Soccer 2015,PS3,2014.0,Sports,Konami Digital Entertainment,0.1,0.23,0.22,0.08,0.62,10s,
3253.0,Pro Evolution Soccer 2015,PS3,2014.0,Sports,Konami Digital Entertainment,0.1,0.23,0.22,0.08,0.62,,
3286.0,NBA 2K9,PS3,2008.0,Sports,Take-Two Interactive,0.56,0.0,0.0,0.05,0.61,00s,
3286.0,NBA 2K9,PS3,2008.0,Sports,Take-Two Interactive,0.56,0.0,0.0,0.05,0.61,,
3350.0,Tony Hawk: RIDE,PS3,2009.0,Sports,Activision,0.38,0.15,0.0,0.08,0.6,00s,
3350.0,Tony Hawk: RIDE,PS3,2009.0,Sports,Activision,0.38,0.15,0.0,0.08,0.6,,
3375.0,NHL 11,PS3,2010.0,Sports,Electronic Arts,0.4,0.13,0.0,0.07,0.6,,
3375.0,NHL 11,PS3,2010.0,Sports,Electronic Arts,0.4,0.13,0.0,0.07,0.6,10s,
3420.0,NHL 12,PS3,2011.0,Sports,Electronic Arts,0.36,0.16,0.0,0.07,0.59,,
3433.0,Zumba Fitness,PS3,2010.0,Sports,505 Games,0.28,0.21,0.0,0.09,0.59,,
3433.0,Zumba Fitness,PS3,2010.0,Sports,505 Games,0.28,0.21,0.0,0.09,0.59,10s,
3420.0,NHL 12,PS3,2011.0,Sports,Electronic Arts,0.36,0.16,0.0,0.07,0.59,10s,
3460.0,NCAA Football 09,PS3,2008.0,Sports,Electronic Arts,0.54,0.0,0.0,0.04,0.58,00s,
3493.0,MLB 11: The Show,PS3,2011.0,Sports,Sony Computer Entertainment,0.54,0.0,0.0,0.04,0.58,10s,
3485.0,WWE 2K16,PS3,2015.0,Sports,Take-Two Interactive,0.21,0.27,0.0,0.09,0.58,10s,
3485.0,WWE 2K16,PS3,2015.0,Sports,Take-Two Interactive,0.21,0.27,0.0,0.09,0.58,,
3496.0,NHL 10,PS3,2009.0,Sports,Electronic Arts,0.38,0.12,0.0,0.07,0.58,00s,
3496.0,NHL 10,PS3,2009.0,Sports,Electronic Arts,0.38,0.12,0.0,0.07,0.58,,
3493.0,MLB 11: The Show,PS3,2011.0,Sports,Sony Computer Entertainment,0.54,0.0,0.0,0.04,0.58,,
3460.0,NCAA Football 09,PS3,2008.0,Sports,Electronic Arts,0.54,0.0,0.0,0.04,0.58,,
3555.0,NHL 14,PS3,2013.0,Sports,Electronic Arts,0.28,0.19,0.0,0.09,0.57,10s,
3555.0,NHL 14,PS3,2013.0,Sports,Electronic Arts,0.28,0.19,0.0,0.09,0.57,,
3660.0,NBA 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.5,0.01,0.0,0.05,0.55,,
3640.0,Tiger Woods PGA Tour 13,PS3,2012.0,Sports,Electronic Arts,0.24,0.22,0.0,0.09,0.55,,
3660.0,NBA 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.5,0.01,0.0,0.05,0.55,00s,
3640.0,Tiger Woods PGA Tour 13,PS3,2012.0,Sports,Electronic Arts,0.24,0.22,0.0,0.09,0.55,10s,
3693.0,NBA Live 10,PS3,2009.0,Sports,Electronic Arts,0.46,0.03,0.01,0.05,0.54,,
3693.0,NBA Live 10,PS3,2009.0,Sports,Electronic Arts,0.46,0.03,0.01,0.05,0.54,00s,
3864.0,Madden NFL 07,PS3,2006.0,Sports,Electronic Arts,0.47,0.0,0.01,0.04,0.52,00s,
3843.0,NBA Live 09,PS3,2008.0,Sports,Electronic Arts,0.46,0.0,0.02,0.04,0.52,00s,
3864.0,Madden NFL 07,PS3,2006.0,Sports,Electronic Arts,0.47,0.0,0.01,0.04,0.52,,
3843.0,NBA Live 09,PS3,2008.0,Sports,Electronic Arts,0.46,0.0,0.02,0.04,0.52,,
3958.0,Tiger Woods PGA Tour 07,PS3,2006.0,Sports,Electronic Arts,0.31,0.12,0.0,0.07,0.5,00s,
3958.0,Tiger Woods PGA Tour 07,PS3,2006.0,Sports,Electronic Arts,0.31,0.12,0.0,0.07,0.5,,
4267.0,Virtua Tennis 4,PS3,2011.0,Sports,Sega,0.09,0.25,0.03,0.09,0.46,,
4267.0,Virtua Tennis 4,PS3,2011.0,Sports,Sega,0.09,0.25,0.03,0.09,0.46,10s,
4389.0,Tony Hawk's Proving Ground,PS3,2007.0,Sports,Activision,0.36,0.05,0.0,0.05,0.45,,
4354.0,Pro Evolution Soccer 2016,PS3,2015.0,Sports,Konami Digital Entertainment,0.08,0.18,0.15,0.05,0.45,,
4389.0,Tony Hawk's Proving Ground,PS3,2007.0,Sports,Activision,0.36,0.05,0.0,0.05,0.45,00s,
4354.0,Pro Evolution Soccer 2016,PS3,2015.0,Sports,Konami Digital Entertainment,0.08,0.18,0.15,0.05,0.45,10s,
4732.0,UEFA Euro 2008 Austria-Switzerland,PS3,2008.0,Sports,Electronic Arts,0.08,0.27,0.0,0.06,0.41,,
4732.0,UEFA Euro 2008 Austria-Switzerland,PS3,2008.0,Sports,Electronic Arts,0.08,0.27,0.0,0.06,0.41,00s,
4792.0,Sega Superstars Tennis,PS3,2008.0,Sports,Sega,0.13,0.2,0.0,0.08,0.4,,
4821.0,Cabela's Big Game Hunter 2010,PS3,2009.0,Sports,Activision Value,0.37,0.0,0.0,0.03,0.4,,
4868.0,NBA Jam,PS3,2010.0,Sports,Electronic Arts,0.22,0.12,0.0,0.06,0.4,,
4792.0,Sega Superstars Tennis,PS3,2008.0,Sports,Sega,0.13,0.2,0.0,0.08,0.4,00s,
4868.0,NBA Jam,PS3,2010.0,Sports,Electronic Arts,0.22,0.12,0.0,0.06,0.4,10s,
4821.0,Cabela's Big Game Hunter 2010,PS3,2009.0,Sports,Activision Value,0.37,0.0,0.0,0.03,0.4,00s,
4961.0,MLB 14: The Show,PS3,2014.0,Sports,Sony Computer Entertainment America,0.35,0.0,0.0,0.04,0.39,,
4953.0,Tiger Woods PGA Tour 14,PS3,2013.0,Sports,Electronic Arts,0.16,0.15,0.0,0.07,0.39,,
4930.0,MLB 15: The Show,PS3,2015.0,Sports,Sony Computer Entertainment,0.3,0.01,0.0,0.07,0.39,,
4961.0,MLB 14: The Show,PS3,2014.0,Sports,Sony Computer Entertainment America,0.35,0.0,0.0,0.04,0.39,10s,
4930.0,MLB 15: The Show,PS3,2015.0,Sports,Sony Computer Entertainment,0.3,0.01,0.0,0.07,0.39,10s,
4953.0,Tiger Woods PGA Tour 14,PS3,2013.0,Sports,Electronic Arts,0.16,0.15,0.0,0.07,0.39,10s,
5058.0,FIFA 17,PS3,2016.0,Sports,Electronic Arts,0.02,0.29,0.01,0.05,0.38,,
5010.0,Skate,PS3,2007.0,Sports,Electronic Arts,0.29,0.05,0.0,0.04,0.38,00s,
5058.0,FIFA 17,PS3,2016.0,Sports,Electronic Arts,0.02,0.29,0.01,0.05,0.38,10s,
5015.0,NHL 15,PS3,2014.0,Sports,Electronic Arts,0.21,0.11,0.0,0.06,0.38,10s,
4982.0,Virtua Tennis 2009,PS3,2009.0,Sports,Sega,0.09,0.23,0.0,0.07,0.38,00s,
5013.0,NCAA Football 08,PS3,2007.0,Sports,Electronic Arts,0.35,0.0,0.0,0.03,0.38,00s,
4999.0,Get Fit with Mel B,PS3,2010.0,Sports,Black Bean Games,0.15,0.17,0.0,0.07,0.38,10s,
5015.0,NHL 15,PS3,2014.0,Sports,Electronic Arts,0.21,0.11,0.0,0.06,0.38,,
5031.0,NBA 2K7,PS3,2006.0,Sports,Take-Two Interactive,0.3,0.04,0.0,0.04,0.38,00s,
5013.0,NCAA Football 08,PS3,2007.0,Sports,Electronic Arts,0.35,0.0,0.0,0.03,0.38,,
5010.0,Skate,PS3,2007.0,Sports,Electronic Arts,0.29,0.05,0.0,0.04,0.38,,
4982.0,Virtua Tennis 2009,PS3,2009.0,Sports,Sega,0.09,0.23,0.0,0.07,0.38,,
5031.0,NBA 2K7,PS3,2006.0,Sports,Take-Two Interactive,0.3,0.04,0.0,0.04,0.38,,
4999.0,Get Fit with Mel B,PS3,2010.0,Sports,Black Bean Games,0.15,0.17,0.0,0.07,0.38,,
5280.0,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,2010.0,Sports,Sega,0.09,0.2,0.0,0.07,0.35,,
5308.0,Racquet Sports,PS3,2010.0,Sports,Ubisoft,0.11,0.17,0.0,0.06,0.35,,
5280.0,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,2010.0,Sports,Sega,0.09,0.2,0.0,0.07,0.35,10s,
5308.0,Racquet Sports,PS3,2010.0,Sports,Ubisoft,0.11,0.17,0.0,0.06,0.35,10s,
