Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,NA_Cumulative_Sales
14467.0,Dennou Senki Virtual-On Force,X360,2010.0,Fighting,Sega,0.0,0.0,0.03,0.0,0.03,,
14494.0,Senko no Ronde DUO,X360,2010.0,Fighting,G.Rev,0.0,0.0,0.03,0.0,0.03,,
14627.0,DeathSmiles II,X360,2010.0,Shooter,Cave,0.0,0.0,0.03,0.0,0.03,,
14952.0,No More Heroes: Heroes' Paradise,X360,2010.0,Action,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,
15289.0,Ore no Yome: Anata Dake no Hanayome,X360,2010.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,
15599.0,Ketsui: Kizuna Jigoku Tachi Extra,X360,2010.0,Shooter,5pb,0.0,0.0,0.02,0.0,0.02,,
15739.0,Memories Off: Yubikiri no Kioku,X360,2010.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,
15768.0,Strike Witches: Shirogane no Tsubasa,X360,2010.0,Strategy,CyberFront,0.0,0.0,0.02,0.0,0.02,,
15848.0,W.L.O. Sekai Renai Kikousen,X360,2010.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,
15958.0,"Sharin no Kuni, Himawari no Shoujo",X360,2010.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,
16258.0,No Fate! Only the Power of Will,X360,2010.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01,,
11439.0,Steins;Gate: Hiyoku Renri no Darling,X360,2011.0,Adventure,5pb,0.0,0.0,0.08,0.0,0.08,,
12006.0,Ultimate Marvel vs. Capcom 3,X360,2011.0,Fighting,Capcom,0.0,0.03,0.04,0.0,0.07,,
12440.0,Akai Katana Shin,X360,2011.0,Shooter,Cave,0.04,0.0,0.01,0.0,0.06,,
12977.0,The Idolmaster 2,X360,2011.0,Simulation,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,
13731.0,Gal*Gun,X360,2011.0,Shooter,Alchemist,0.0,0.0,0.04,0.0,0.04,,
13811.0,Phantom Breaker,X360,2011.0,Fighting,5pb,0.02,0.0,0.02,0.0,0.04,,
14223.0,Dream C Club Zero,X360,2011.0,Simulation,D3Publisher,0.0,0.0,0.03,0.0,0.03,,
14537.0,Monster Hunter Frontier Online: Season 10,X360,2011.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,,
14696.0,Biohazard: Revival Selection,X360,2011.0,Action,Capcom,0.0,0.0,0.03,0.0,0.03,,
14711.0,Monster Hunter Frontier Online: Forward 1,X360,2011.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,,
14867.0,Monster Hunter Frontier Online: Forward 2,X360,2011.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,,
15022.0,Cross Channel: In Memory of All People,X360,2011.0,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02,,
15326.0,Meikyuu Cross Blood: Reloaded,X360,2011.0,Action,Unknown,0.0,0.0,0.02,0.0,0.02,,
15507.0,Muchi Muchi Pork & Pink Sweets,X360,2011.0,Shooter,Cave,0.0,0.0,0.02,0.0,0.02,,
15778.0,Dunamis 15,X360,2011.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,
16047.0,Instant Brain,X360,2011.0,Adventure,Cave,0.0,0.0,0.01,0.0,0.01,,
16156.0,Entaku no Seito: Students of Round,X360,2011.0,Role-Playing,ChunSoft,0.0,0.0,0.01,0.0,0.01,,
16443.0,Bullet Soul: Tama Tamashii,X360,2011.0,Shooter,5pb,0.0,0.0,0.01,0.0,0.01,,
16479.0,DoDonPachi Daifukkatsu: Black Label,X360,2011.0,Shooter,Cave,0.0,0.0,0.01,0.0,0.01,,
16536.0,Metal Gear Solid HD Edition,X360,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,,
7307.0,Armored Core V,X360,2012.0,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.22,,
9420.0,Persona 4: Arena,X360,2012.0,Fighting,Atlus,0.08,0.02,0.03,0.01,0.13,,
12296.0,Fist of the North Star: Ken's Rage 2,X360,2012.0,Fighting,Tecmo Koei,0.03,0.01,0.02,0.0,0.06,,
14668.0,Onechanbara Z Kagura,X360,2012.0,Action,D3Publisher,0.0,0.0,0.03,0.0,0.03,,
15306.0,Robotics;Notes,X360,2012.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,
15512.0,Mushihimesama,X360,2012.0,Action,Cave,0.0,0.0,0.02,0.0,0.02,,
16288.0,Root Double: Before Crime After Days,X360,2012.0,Action,Yeti,0.0,0.0,0.01,0.0,0.01,,
8838.0,Earth Defense Force 2025,X360,2013.0,Shooter,D3Publisher,0.06,0.04,0.05,0.01,0.15,,
15041.0,Steins;Gate: Senkei Kousoku no Phonogram,X360,2013.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,
16113.0,DoDonPachi Saidaioujou,X360,2013.0,Shooter,Cave,0.0,0.0,0.01,0.0,0.01,,
16208.0,Caladrius,X360,2013.0,Shooter,Moss,0.0,0.0,0.01,0.0,0.01,,
,Baseball,,,Sports,,,0.1,2.35,,,,
,Mario Bros.,,,Platform,,,0.12,1.63,,,,
,Mahjong,,,Misc,,,0.0,2.13,,,,
,Donkey Kong,,,Platform,,,0.05,0.84,,,,
,Donkey Kong Jr.,,,Platform,,,0.07,0.7,,,,
,Popeye,,,Platform,,,0.12,0.45,,,,
,Excitebike,,,Racing,,,0.48,1.57,,,,
,Golf,,,Sports,,,0.28,2.46,,,,
,Tennis,,,Sports,,,0.11,1.56,,,,
,Pinball,,,Action,,,0.19,0.83,,,,
,F1 Race,,,Racing,,,0.0,1.52,,,,
,Xevious,,,Shooter,,,0.06,1.27,,,,
,4 Nin uchi Mahjong,,,Misc,,,0.0,1.45,,,,
,Hogan's Alley,,,Shooter,,,0.16,0.41,,,,
,Pac-Man,,,Puzzle,,,0.08,0.85,,,,
,Lode Runner,,,Puzzle,,,0.0,1.1,,,,
,Clu Clu Land,,,Puzzle,,,0.1,0.28,,,,
,Mappy,,,Platform,,,0.0,0.69,,,,
,Super Mario Bros.,,,Platform,,,3.58,6.81,,,,
,Kung Fu,,,Action,,,0.38,1.42,,,,
,Soccer,,,Sports,,,0.23,1.53,,,,
,Ice Climber,,,Platform,,,0.1,0.92,,,,
,Gyromite,,,Puzzle,,,0.16,0.4,,,,
,Tag Team Match M.U.S.C.L.E.,,,Fighting,,,0.0,1.05,,,,
,Bomberman,,,Puzzle,,,0.0,0.85,,,,
,1942,,,Shooter,,,0.14,0.21,,,,
,Balloon Fight,,,Platform,,,0.09,0.43,,,,
,Wrecking Crew,,,Platform,,,0.0,0.51,,,,
,Dig Dug,,,Puzzle,,,0.0,0.41,,,,
,Strongest Tokyo University Shogi DS,,,Action,,,0.0,0.02,,,,
,The Legend of Zelda,,,Action,,,0.93,1.69,,,,
,World Class Track Meet,,,Sports,,,0.45,0.64,,,,
,Metroid,,,Action,,,0.31,1.04,,,,
,Super Mario Bros.: The Lost Levels,,,Platform,,,0.0,2.65,,,,
,Dragon Warrior,,,Role-Playing,,,0.0,0.52,,,,
,Pro Yakyuu Family Stadium,,,Sports,,,0.0,2.05,,,,
,Rad Racer,,,Racing,,,0.37,0.41,,,,
,Kid Icarus,,,Platform,,,0.12,1.09,,,,
,Ghosts 'n Goblins,,,Action,,,0.26,0.61,,,,
,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,,,Platform,,,0.0,1.5,,,,
,Gradius,,,Shooter,,,0.08,1.0,,,,
,Castlevania,,,Platform,,,0.06,0.62,,,,
,TwinBee,,,Shooter,,,0.0,1.2,,,,
,Ganbare Goemon! Karakuri Douchuu,,,Platform,,,0.0,1.2,,,,
,Doraemon,,,Action,,,0.0,1.15,,,,
,Commando,,,Action,,,0.16,0.25,,,,
,Adventure Island,,,Platform,,,0.0,1.05,,,,
,Star Soldier,,,Shooter,,,0.06,0.57,,,,
,The Mysterious Murasame Castle,,,Action,,,0.0,0.57,,,,
,Zelda II: The Adventure of Link,,,Adventure,,,0.5,1.61,,,,
,Dragon Warrior II,,,Role-Playing,,,0.0,2.41,,,,
,Pro Wrestling,,,Fighting,,,0.18,1.42,,,,
,Volleyball,,,Sports,,,0.03,1.98,,,,
,Pro Yakyuu Family Stadium '87,,,Sports,,,0.0,1.3,,,,
,Gegege no Kitarou 2: Youkai Gundan no Chousen,,,Role-Playing,,,0.0,1.25,,,,
,Castlevania II: Simon's Quest,,,Platform,,,0.06,0.42,,,,
,Final Fantasy,,,Role-Playing,,,0.0,0.52,,,,
,Mega Man,,,Platform,,,0.08,0.27,,,,
,Super Mario Bros. 3,,,Platform,,,3.44,3.84,,,,
,Tetris,,,Puzzle,,,0.69,1.81,,,,
,Dragon Warrior III,,,Role-Playing,,,0.0,3.77,,,,
,Ice Hockey,,,Sports,,,0.32,0.78,,,,
,Donkey Kong Classics,,,Platform,,,0.14,0.81,,,,
,Mega Man 2,,,Action,,,0.15,0.42,,,,
,Disney's DuckTales,,,Platform,,,0.23,0.35,,,,
,Dragon Ball: Daimaou Fukkatsu,,,Role-Playing,,,0.0,1.25,,,,
,Pro Yakyuu Family Stadium '88,,,Sports,,,0.0,1.08,,,,
,Final Fantasy II,,,Role-Playing,,,0.0,0.76,,,,
,Tetris,,,Puzzle,,,2.26,4.22,,,,
,Super Mario Land,,,Platform,,,2.71,4.18,,,,
,Dr. Mario,,,Puzzle,,,0.96,2.0,,,,
,Golf,,,Sports,,,0.33,0.92,,,,
,Tennis,,,Sports,,,0.3,0.9,,,,
,Alleyway,,,Puzzle,,,0.38,0.55,,,,
,Disney's DuckTales,,,Platform,,,0.3,0.42,,,,
,Baseball,,,Sports,,,0.27,0.65,,,,
,Yakuman,,,Misc,,,0.0,1.28,,,,
,The Final Fantasy Legend,,,Role-Playing,,,0.0,1.1,,,,
,Famicom Jump: Eiyuu Retsuden,,,Role-Playing,,,0.0,1.1,,,,
,Castlevania III: Dracula's Curse,,,Platform,,,0.07,0.37,,,,
,Dr. Mario,,,Puzzle,,,0.6,1.52,,,,
,Dragon Warrior IV,,,Role-Playing,,,0.0,3.03,,,,
,F-Zero,,,Racing,,,0.51,0.89,,,,
,Final Fight,,,Action,,,0.17,0.69,,,,
,Nintendo World Cup,,,Sports,,,0.5,0.65,,,,
,Final Fantasy III,,,Role-Playing,,,0.0,1.39,,,,
,Disney's Chip 'n Dale: Rescue Rangers,,,Platform,,,0.14,0.35,,,,
,Mega Man 3,,,Platform,,,0.1,0.39,,,,
,Qix,,,Puzzle,,,0.2,0.41,,,,
,Pilotwings,,,Simulation,,,0.17,0.48,,,,
,Extra Bases,,,Sports,,,0.0,0.33,,,,
,Famista '91,,,Sports,,,0.0,0.3,,,,
,The Legend of Zelda: A Link to the Past,,,Action,,,0.91,1.15,,,,
,SimCity,,,Simulation,,,0.27,0.75,,,,
,Final Fantasy II,,,Role-Playing,,,0.09,1.33,,,,
,Metroid II: Return of Samus,,,Adventure,,,0.31,0.56,,,,
,Yoshi,,,Puzzle,,,0.13,0.91,,,,
,Super Ghouls 'n Ghosts,,,Platform,,,0.14,0.52,,,,
,NES Open Tournament Golf,,,Sports,,,0.1,0.47,,,,
,Mega Man 4,,,Platform,,,0.09,0.32,,,,
,Final Fantasy Legend III,,,Role-Playing,,,0.0,0.76,,,,
,Yoshi,,,Puzzle,,,0.0,0.73,,,,
,Super Castlevania IV,,,Platform,,,0.05,0.25,,,,
,The Legend of the Mystical Ninja,,,Adventure,,,0.0,0.48,,,,
,Bomberman II,,,Puzzle,,,0.03,0.15,,,,
,Super Wagyan Land,,,Action,,,0.0,0.42,,,,
,Super Fire ProWrestling,,,Fighting,,,0.0,0.39,,,,
,Super Soccer,,,Sports,,,0.0,0.38,,,,
,Final Fantasy Adventure,,,Role-Playing,,,0.0,0.38,,,,
,Battle Dodge Ball,,,Sports,,,0.0,0.33,,,,
,Kidou Senshi Gundam F91: Formula Senki 0122,,,Strategy,,,0.0,0.33,,,,
,Tetris 2 + Bombliss,,,Puzzle,,,0.0,0.32,,,,
,SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,,,Role-Playing,,,0.0,0.29,,,,
,Mega Man: Dr. Wily's Revenge,,,Platform,,,0.0,0.28,,,,
,Famista '92,,,Sports,,,0.0,0.28,,,,
,Mega Man II,,,Platform,,,0.0,0.28,,,,
,Lord of Darkness,,,Action,,,0.0,0.28,,,,
,Romance of the Three Kingdoms II,,,Strategy,,,0.0,0.25,,,,
,Super R-Type,,,Shooter,,,0.0,0.23,,,,
,Super Baseball Simulator 1.000,,,Sports,,,0.0,0.2,,,,
,GameBoy Wars,,,Strategy,,,0.0,0.18,,,,
,Battle Commander: Hachibushu Shura no Heihou,,,Strategy,,,0.0,0.18,,,,
,SimEarth: The Living Planet,,,Simulation,,,0.0,0.16,,,,
,World League Soccer,,,Sports,,,0.0,0.15,,,,
,UN Squadron,,,Shooter,,,0.0,0.12,,,,
,Chibi Maruko-Chan: Harikiri 365-Nichi no Maki,,,Misc,,,0.0,0.08,,,,
,John Madden Football,,,Sports,,,0.0,0.07,,,,
,Teenage Mutant Ninja Turtles II: Back from the Sewers,,,Action,,,0.0,0.06,,,,
,Lagoon,,,Role-Playing,,,0.0,0.05,,,,
,Super Mario Land 2: 6 Golden Coins,,,Adventure,,,2.04,2.69,,,,
,Super Mario Kart,,,Racing,,,1.24,3.81,,,,
,Street Fighter II: The World Warrior,,,Fighting,,,0.83,2.87,,,,
,Kirby's Dream Land,,,Platform,,,0.61,1.7,,,,
,Street Fighter II Turbo,,,Fighting,,,0.51,2.1,,,,
,Dragon Quest V: Tenkuu no Hanayome,,,Role-Playing,,,0.0,2.78,,,,
,Mario Paint,,,Misc,,,0.54,0.71,,,,
,Final Fantasy V,,,Role-Playing,,,0.0,2.43,,,,
,Kirby's Pinball Land,,,Misc,,,0.17,1.1,,,,
,Yoshi's Cookie,,,Puzzle,,,0.24,0.82,,,,
,Street Fighter II': Special Champion Edition,,,Fighting,,,0.3,0.31,,,,
,Tetris 2 (All region sales),,,Puzzle,,,0.22,0.43,,,,
,The Magical Quest starring Mickey Mouse,,,Platform,,,0.17,0.35,,,,
,Yoshi's Cookie,,,Puzzle,,,0.06,0.63,,,,
,Romancing SaGa,,,Role-Playing,,,0.0,0.97,,,,
,Mega Man 5,,,Platform,,,0.07,0.32,,,,
,Dragon Ball Z: Chou Saiya Densetsu,,,Role-Playing,,,0.0,0.58,,,,
,Super Bomberman,,,Puzzle,,,0.0,0.57,,,,
,Super Batter Up,,,Sports,,,0.0,0.46,,,,
,Fatal Fury,,,Fighting,,,0.0,0.39,,,,
,Romance of the Three Kingdoms III: Dragon of Destiny,,,Strategy,,,0.0,0.29,,,,
,F1 ROC: Race of Champions,,,Sports,,,0.0,0.28,,,,
,F-1 Grand Prix,,,Racing,,,0.0,0.28,,,,
,Tetris 2 (weekly jp sales),,,Puzzle,,,0.0,0.23,,,,
,Super Adventure Island,,,Platform,,,0.0,0.22,,,,
,Otogirisou,,,Adventure,,,0.0,0.16,,,,
,Battle Soccer: Field no Hasha,,,Sports,,,0.0,0.16,,,,
,Contra III: The Alien Wars,,,Shooter,,,0.0,0.13,,,,
,Gunstar Heroes,,,Shooter,,,0.0,0.13,,,,
,Ecco the Dolphin,,,Adventure,,,0.0,0.12,,,,
,Teenage Mutant Ninja Turtles: Tournament Fighters,,,Fighting,,,0.01,0.02,,,,
,Dragon Slayer: The Legend of Heroes,,,Role-Playing,,,0.0,0.07,,,,
,Teenage Mutant Ninja Turtles: Tournament Fighters,,,Fighting,,,0.0,0.06,,,,
,Sonic the Hedgehog 2 (8-bit),,,Platform,,,0.0,0.04,,,,
,Star Fox,,,Shooter,,,0.51,0.8,,,,
,Super Street Fighter II,,,Fighting,,,0.16,1.29,,,,
,Secret of Mana,,,Role-Playing,,,0.07,1.49,,,,
,Kirby's Adventure,,,Platform,,,0.14,0.8,,,,
,Super Puyo Puyo,,,Puzzle,,,0.0,1.69,,,,
,Dragon Ball Z,,,Fighting,,,0.0,1.45,,,,
,Dragon Ball Z: La Legende Saien,,,Fighting,,,0.0,1.2,,,,
,Romancing SaGa 2,,,Role-Playing,,,0.0,1.17,,,,
,Mega Man X,,,Platform,,,0.08,0.5,,,,
,Dragon Quest I & II,,,Role-Playing,,,0.0,1.15,,,,
,Final Fight 2,,,Action,,,0.12,0.49,,,,
,Tetris 2,,,Puzzle,,,0.13,0.21,,,,
,Capcom's Soccer Shootout,,,Sports,,,0.0,0.8,,,,
,Torneko no Daibouken: Fushigi no Dungeon,,,Role-Playing,,,0.0,0.78,,,,
,Dragon Ball Z: Ultime Menace,,,Fighting,,,0.0,0.73,,,,
,J-League Soccer: Prime Goal,,,Sports,,,0.0,0.69,,,,
,Nobunaga no Yabou: Haouden,,,Strategy,,,0.0,0.32,,,,
,Mega Man X2,,,Platform,,,0.02,0.45,,,,
,Virtual Soccer,,,Sports,,,0.0,0.53,,,,
,Winning Post,,,Sports,,,0.0,0.53,,,,
,Mega Man 6,,,Platform,,,0.07,0.16,,,,
,Mario & Wario,,,Puzzle,,,0.0,0.49,,,,
,Crayon Shin-Chan: Arashi o Yobu Enji,,,Platform,,,0.0,0.46,,,,
,Fatal Fury 2,,,Fighting,,,0.0,0.45,,,,
,Yuu Yuu Hakusho,,,Fighting,,,0.0,0.36,,,,
,Stunt Race FX,,,Racing,,,0.0,0.35,,,,
,Shin Momotarou Densetsu,,,Role-Playing,,,0.0,0.32,,,,
,Ganbare Goemon 2: Kiteretsu Shougun Magginesu,,,Platform,,,0.0,0.31,,,,
,Bishoujo Senshi Sailormoon R,,,Fighting,,,0.0,0.27,,,,
,Sailor Moon,,,Action,,,0.0,0.22,,,,
,Jissen Pachi-Slot Hisshouhou,,,Misc,,,0.0,0.19,,,,
,Shining Force II,,,Strategy,,,0.0,0.19,,,,
,Thoroughbred Breeder,,,Simulation,,,0.0,0.19,,,,
,Mega Man Soccer,,,Sports,,,0.01,0.13,,,,
,Super Power League,,,Sports,,,0.0,0.17,,,,
,Super Street Fighter II,,,Fighting,,,0.0,0.15,,,,
,The King of Fighters '94 (CD),,,Fighting,,,0.0,0.14,,,,
,Illusion of Gaia,,,Role-Playing,,,0.0,0.13,,,,
,Harukanaru Augusta 2: Masters,,,Sports,,,0.0,0.12,,,,
,Classic Road,,,Sports,,,0.0,0.11,,,,
,Ranma 1/2: Akanekodan Teki Hihou,,,Role-Playing,,,0.0,0.11,,,,
,Lethal Enforcers,,,Shooter,,,0.0,0.09,,,,
,Ecco: The Tides of Time,,,Adventure,,,0.0,0.07,,,,
,Street Fighter II': Special Champion Edition (JP weekly sales),,,Action,,,0.0,0.07,,,,
,Samurai Shodown,,,Fighting,,,0.0,0.07,,,,
,Ninja Warriors,,,Action,,,0.0,0.07,,,,
,Streets of Rage 3,,,Action,,,0.0,0.07,,,,
,Super Mahjong 2: Honkaku 4Jin Uchi,,,Misc,,,0.0,0.06,,,,
,Pop'n TwinBee: Rainbow Bell Adventure,,,Platform,,,0.0,0.06,,,,
,Doraemon 2: Nobita no Toizurando Daibouken,,,Role-Playing,,,0.0,0.05,,,,
,Dynamite Headdy,,,Platform,,,0.0,0.05,,,,
,Pachinko Wars II,,,Misc,,,0.0,0.05,,,,
,Keiba Eight Special,,,Sports,,,0.0,0.05,,,,
,Beyond Oasis,,,Role-Playing,,,0.0,0.05,,,,
,Rock N' Roll Racing,,,Racing,,,0.0,0.01,,,,
,Donkey Kong Country,,,Platform,,,1.71,3.0,,,,
,Super Mario Land 3: Wario Land,,,Platform,,,0.98,1.57,,,,
,Donkey Kong Land,,,Platform,,,0.76,1.07,,,,
,Final Fantasy III,,,Role-Playing,,,0.0,2.55,,,,
,Super Metroid,,,Action,,,0.12,0.71,,,,
,Battle Arena Toshinden,,,Fighting,,,0.26,0.53,,,,
,Virtua Fighter,,,Fighting,,,0.12,0.77,,,,
,Super Momotarou Dentetsu III,,,Simulation,,,0.0,0.91,,,,
,Derby Stallion II,,,Sports,,,0.0,0.87,,,,
,Kamaitachi no Yoru,,,Adventure,,,0.0,0.81,,,,
,Super Bomberman 2,,,Puzzle,,,0.0,0.81,,,,
,EarthBound,,,Role-Playing,,,0.0,0.81,,,,
,Ridge Racer,,,Racing,,,0.0,0.74,,,,
,Super Bomberman 3,,,Puzzle,,,0.0,0.7,,,,
,Fire Emblem: Monsh? no Nazo,,,Role-Playing,,,0.0,0.7,,,,
,Kirby's Dream Course,,,Sports,,,0.0,0.59,,,,
