Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,NA_Cumulative_Sales
2598.0,Alien,2600,1981.0,Action,20th Century Fox Video Games,0.74,0.04,0.0,0.01,0.79,,
2666.0,Air Raid,2600,1981.0,Action,Men-A-Vision,0.72,0.04,0.0,0.01,0.77,,
2808.0,Berzerk,2600,1981.0,Shooter,Atari,0.68,0.04,0.0,0.01,0.73,,
2942.0,King Kong,2600,1981.0,Action,Tigervision,0.65,0.04,0.0,0.01,0.69,,
3046.0,Adventures of Tron,2600,1981.0,Action,Mattel Interactive,0.63,0.03,0.0,0.01,0.67,,
3405.0,BurgerTime,2600,1981.0,Puzzle,Mattel Interactive,0.55,0.03,0.0,0.01,0.59,,
3410.0,Smurf: Rescue In Gargamel's Castle,2600,1981.0,Action,Coleco,0.55,0.03,0.0,0.01,0.59,,
4017.0,Raiders of the Lost Ark,2600,1981.0,Action,Atari,0.46,0.03,0.0,0.01,0.5,,
4141.0,Grand Prix,2600,1981.0,Racing,Activision,0.45,0.03,0.0,0.0,0.48,,
4348.0,Phoenix,2600,1981.0,Simulation,Atari,0.42,0.02,0.0,0.0,0.45,,
4404.0,Jawbreaker,2600,1981.0,Action,Tigervision,0.42,0.03,0.0,0.0,0.45,,
4519.0,Barnstorming,2600,1981.0,Action,Activision,0.4,0.02,0.0,0.0,0.43,,
4786.0,Mouse Trap,2600,1981.0,Action,Coleco,0.38,0.02,0.0,0.0,0.4,,
4910.0,Laser Blast,2600,1981.0,Action,Activision,0.37,0.02,0.0,0.0,0.39,,
4969.0,Airlock,2600,1981.0,Action,Data Age,0.36,0.02,0.0,0.0,0.39,,
5129.0,Dragonfire,2600,1981.0,Action,Imagic,0.35,0.02,0.0,0.0,0.37,,
5248.0,Frogs And Flies,2600,1981.0,Action,Mattel Interactive,0.33,0.02,0.0,0.0,0.36,,
5391.0,Fantastic Voyage,2600,1981.0,Action,20th Century Fox Video Games,0.32,0.02,0.0,0.0,0.34,,
5402.0,Carnival,2600,1981.0,Shooter,Coleco,0.32,0.02,0.0,0.0,0.34,,
5566.0,Fireball,2600,1981.0,Action,Starpath Corp.,0.3,0.02,0.0,0.0,0.33,,
5802.0,Astroblast,2600,1981.0,Action,Mattel Interactive,0.29,0.02,0.0,0.0,0.31,,
6023.0,Fast Food,2600,1981.0,Action,Unknown,0.27,0.02,0.0,0.0,0.29,,
6539.0,RealSports Football,2600,1981.0,Sports,Atari,0.24,0.01,0.0,0.0,0.26,,
6868.0,Front Line,2600,1981.0,Action,Taito,0.22,0.01,0.0,0.0,0.24,,
6942.0,Dark Cavern,2600,1981.0,Shooter,Mattel Interactive,0.22,0.01,0.0,0.0,0.24,,
7150.0,Deadly Duck,2600,1981.0,Shooter,20th Century Fox Video Games,0.21,0.01,0.0,0.0,0.22,,
7152.0,Reactor,2600,1981.0,Action,Parker Bros.,0.21,0.01,0.0,0.0,0.22,,
7186.0,Crazy Climber,2600,1981.0,Action,Atari,0.21,0.01,0.0,0.0,0.22,,
7373.0,RealSports Baseball,2600,1981.0,Sports,Atari,0.2,0.01,0.0,0.0,0.21,,
7906.0,International Soccer,2600,1981.0,Sports,Mattel Interactive,0.18,0.01,0.0,0.0,0.19,,
8461.0,Armor Ambush,2600,1981.0,Action,Mattel Interactive,0.15,0.01,0.0,0.0,0.17,,
9497.0,RealSports Volleyball,2600,1981.0,Sports,Atari,0.12,0.01,0.0,0.0,0.13,,
259.0,Asteroids,2600,1980.0,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,,
545.0,Missile Command,2600,1980.0,Shooter,Atari,2.56,0.17,0.0,0.03,2.76,,
1768.0,Kaboom!,2600,1980.0,Misc,Activision,1.07,0.07,0.0,0.01,1.15,,
1971.0,Defender,2600,1980.0,Misc,Atari,0.99,0.05,0.0,0.01,1.05,,
2671.0,Boxing,2600,1980.0,Fighting,Activision,0.72,0.04,0.0,0.01,0.77,,
4027.0,Ice Hockey,2600,1980.0,Sports,Activision,0.46,0.03,0.0,0.01,0.49,,
5368.0,Freeway,2600,1980.0,Action,Activision,0.32,0.02,0.0,0.0,0.34,,
6319.0,Bridge,2600,1980.0,Misc,Activision,0.25,0.02,0.0,0.0,0.27,,
6898.0,Checkers,2600,1980.0,Misc,Atari,0.22,0.01,0.0,0.0,0.24,,
240.0,Pitfall!,2600,1981.0,Platform,Activision,4.21,0.24,0.0,0.05,4.5,,
736.0,Frogger,2600,1981.0,Action,Parker Bros.,2.06,0.12,0.0,0.02,2.2,,
768.0,Demon Attack,2600,1981.0,Shooter,Imagic,1.99,0.12,0.0,0.02,2.13,,
866.0,E.T.: The Extra Terrestrial,2600,1981.0,Action,Atari,1.84,0.11,0.0,0.02,1.97,,
1108.0,Ms. Pac-Man,2600,1981.0,Puzzle,Atari,1.54,0.1,0.0,0.02,1.65,,
1155.0,River Raid,2600,1981.0,Shooter,Activision,1.49,0.09,0.0,0.02,1.6,,
1308.0,Donkey Kong,2600,1981.0,Platform,Coleco,1.36,0.08,0.0,0.02,1.46,,
1431.0,Centipede,2600,1981.0,Shooter,Atari,1.26,0.08,0.0,0.01,1.36,,
1558.0,Atlantis,2600,1981.0,Shooter,Imagic,1.18,0.08,0.0,0.01,1.27,,
1850.0,Megamania,2600,1981.0,Shooter,Activision,1.03,0.06,0.0,0.01,1.1,,
1967.0,Cosmic Ark,2600,1981.0,Shooter,Imagic,0.99,0.05,0.0,0.01,1.05,,
2145.0,Donkey Kong Junior,2600,1981.0,Platform,Atari,0.9,0.05,0.0,0.01,0.97,,
2234.0,Spider-Man,2600,1981.0,Action,Parker Bros.,0.87,0.05,0.0,0.01,0.93,,
2518.0,Custer's Revenge,2600,1981.0,Action,Mystique,0.76,0.05,0.0,0.01,0.82,,
2598.0,Alien,2600,1981.0,Action,20th Century Fox Video Games,0.74,0.04,0.0,0.01,0.79,,
2666.0,Air Raid,2600,1981.0,Action,Men-A-Vision,0.72,0.04,0.0,0.01,0.77,,
2808.0,Berzerk,2600,1981.0,Shooter,Atari,0.68,0.04,0.0,0.01,0.73,,
2942.0,King Kong,2600,1981.0,Action,Tigervision,0.65,0.04,0.0,0.01,0.69,,
3046.0,Adventures of Tron,2600,1981.0,Action,Mattel Interactive,0.63,0.03,0.0,0.01,0.67,,
3405.0,BurgerTime,2600,1981.0,Puzzle,Mattel Interactive,0.55,0.03,0.0,0.01,0.59,,
3410.0,Smurf: Rescue In Gargamel's Castle,2600,1981.0,Action,Coleco,0.55,0.03,0.0,0.01,0.59,,
4017.0,Raiders of the Lost Ark,2600,1981.0,Action,Atari,0.46,0.03,0.0,0.01,0.5,,
4141.0,Grand Prix,2600,1981.0,Racing,Activision,0.45,0.03,0.0,0.0,0.48,,
4348.0,Phoenix,2600,1981.0,Simulation,Atari,0.42,0.02,0.0,0.0,0.45,,
4404.0,Jawbreaker,2600,1981.0,Action,Tigervision,0.42,0.03,0.0,0.0,0.45,,
4519.0,Barnstorming,2600,1981.0,Action,Activision,0.4,0.02,0.0,0.0,0.43,,
4786.0,Mouse Trap,2600,1981.0,Action,Coleco,0.38,0.02,0.0,0.0,0.4,,
4910.0,Laser Blast,2600,1981.0,Action,Activision,0.37,0.02,0.0,0.0,0.39,,
4969.0,Airlock,2600,1981.0,Action,Data Age,0.36,0.02,0.0,0.0,0.39,,
5129.0,Dragonfire,2600,1981.0,Action,Imagic,0.35,0.02,0.0,0.0,0.37,,
5248.0,Frogs And Flies,2600,1981.0,Action,Mattel Interactive,0.33,0.02,0.0,0.0,0.36,,
5391.0,Fantastic Voyage,2600,1981.0,Action,20th Century Fox Video Games,0.32,0.02,0.0,0.0,0.34,,
5402.0,Carnival,2600,1981.0,Shooter,Coleco,0.32,0.02,0.0,0.0,0.34,,
5566.0,Fireball,2600,1981.0,Action,Starpath Corp.,0.3,0.02,0.0,0.0,0.33,,
5802.0,Astroblast,2600,1981.0,Action,Mattel Interactive,0.29,0.02,0.0,0.0,0.31,,
6023.0,Fast Food,2600,1981.0,Action,Unknown,0.27,0.02,0.0,0.0,0.29,,
6539.0,RealSports Football,2600,1981.0,Sports,Atari,0.24,0.01,0.0,0.0,0.26,,
6868.0,Front Line,2600,1981.0,Action,Taito,0.22,0.01,0.0,0.0,0.24,,
6942.0,Dark Cavern,2600,1981.0,Shooter,Mattel Interactive,0.22,0.01,0.0,0.0,0.24,,
7150.0,Deadly Duck,2600,1981.0,Shooter,20th Century Fox Video Games,0.21,0.01,0.0,0.0,0.22,,
7152.0,Reactor,2600,1981.0,Action,Parker Bros.,0.21,0.01,0.0,0.0,0.22,,
7186.0,Crazy Climber,2600,1981.0,Action,Atari,0.21,0.01,0.0,0.0,0.22,,
7373.0,RealSports Baseball,2600,1981.0,Sports,Atari,0.2,0.01,0.0,0.0,0.21,,
7906.0,International Soccer,2600,1981.0,Sports,Mattel Interactive,0.18,0.01,0.0,0.0,0.19,,
8461.0,Armor Ambush,2600,1981.0,Action,Mattel Interactive,0.15,0.01,0.0,0.0,0.17,,
9497.0,RealSports Volleyball,2600,1981.0,Sports,Atari,0.12,0.01,0.0,0.0,0.13,,
,Asteroids,2600,1980.0,Shooter,,4.0,0.26,,,,,
,Missile Command,2600,1980.0,Shooter,,2.56,0.17,,,,,
,Kaboom!,2600,1980.0,Misc,,1.07,0.07,,,,,
,Defender,2600,1980.0,Misc,,0.99,0.05,,,,,
,Boxing,2600,1980.0,Fighting,,0.72,0.04,,,,,
,Ice Hockey,2600,1980.0,Sports,,0.46,0.03,,,,,
,Freeway,2600,1980.0,Action,,0.32,0.02,,,,,
,Bridge,2600,1980.0,Misc,,0.25,0.02,,,,,
,Checkers,2600,1980.0,Misc,,0.22,0.01,,,,,
,Pitfall!,2600,1981.0,Platform,,4.21,0.24,,,,,
,Frogger,2600,1981.0,Action,,2.06,0.12,,,,,
,Demon Attack,2600,1981.0,Shooter,,1.99,0.12,,,,,
,E.T.: The Extra Terrestrial,2600,1981.0,Action,,1.84,0.11,,,,,
,Ms. Pac-Man,2600,1981.0,Puzzle,,1.54,0.1,,,,,
,River Raid,2600,1981.0,Shooter,,1.49,0.09,,,,,
,Donkey Kong,2600,1981.0,Platform,,1.36,0.08,,,,,
,Centipede,2600,1981.0,Shooter,,1.26,0.08,,,,,
,Atlantis,2600,1981.0,Shooter,,1.18,0.08,,,,,
,Megamania,2600,1981.0,Shooter,,1.03,0.06,,,,,
,Cosmic Ark,2600,1981.0,Shooter,,0.99,0.05,,,,,
,Donkey Kong Junior,2600,1981.0,Platform,,0.9,0.05,,,,,
,Spider-Man,2600,1981.0,Action,,0.87,0.05,,,,,
,Custer's Revenge,2600,1981.0,Action,,0.76,0.05,,,,,
,Alien,2600,1981.0,Action,,0.74,0.04,,,,,
,Air Raid,2600,1981.0,Action,,0.72,0.04,,,,,
,Berzerk,2600,1981.0,Shooter,,0.68,0.04,,,,,
,King Kong,2600,1981.0,Action,,0.65,0.04,,,,,
,Adventures of Tron,2600,1981.0,Action,,0.63,0.03,,,,,
,BurgerTime,2600,1981.0,Puzzle,,0.55,0.03,,,,,
,Smurf: Rescue In Gargamel's Castle,2600,1981.0,Action,,0.55,0.03,,,,,
,Raiders of the Lost Ark,2600,1981.0,Action,,0.46,0.03,,,,,
,Grand Prix,2600,1981.0,Racing,,0.45,0.03,,,,,
,Phoenix,2600,1981.0,Simulation,,0.42,0.02,,,,,
,Jawbreaker,2600,1981.0,Action,,0.42,0.03,,,,,
,Barnstorming,2600,1981.0,Action,,0.4,0.02,,,,,
,Mouse Trap,2600,1981.0,Action,,0.38,0.02,,,,,
,Laser Blast,2600,1981.0,Action,,0.37,0.02,,,,,
,Airlock,2600,1981.0,Action,,0.36,0.02,,,,,
,Dragonfire,2600,1981.0,Action,,0.35,0.02,,,,,
,Frogs And Flies,2600,1981.0,Action,,0.33,0.02,,,,,
,Fantastic Voyage,2600,1981.0,Action,,0.32,0.02,,,,,
,Carnival,2600,1981.0,Shooter,,0.32,0.02,,,,,
,Fireball,2600,1981.0,Action,,0.3,0.02,,,,,
,Astroblast,2600,1981.0,Action,,0.29,0.02,,,,,
,Fast Food,2600,1981.0,Action,,0.27,0.02,,,,,
,RealSports Football,2600,1981.0,Sports,,0.24,0.01,,,,,
,Front Line,2600,1981.0,Action,,0.22,0.01,,,,,
,Dark Cavern,2600,1981.0,Shooter,,0.22,0.01,,,,,
,Deadly Duck,2600,1981.0,Shooter,,0.21,0.01,,,,,
,Reactor,2600,1981.0,Action,,0.21,0.01,,,,,
,Crazy Climber,2600,1981.0,Action,,0.21,0.01,,,,,
,RealSports Baseball,2600,1981.0,Sports,,0.2,0.01,,,,,
,International Soccer,2600,1981.0,Sports,,0.18,0.01,,,,,
,Armor Ambush,2600,1981.0,Action,,0.15,0.01,,,,,
,RealSports Volleyball,2600,1981.0,Sports,,0.12,0.01,,,,,
,Pac-Man,2600,1982.0,Puzzle,,7.28,0.45,,,,,
,Dig Dug,2600,1982.0,Puzzle,,1.52,0.1,,,,,
,Mario Bros.,2600,1982.0,Platform,,1.48,0.09,,,,,
,Pole Position,2600,1982.0,Racing,,1.1,0.07,,,,,
,Moon Patrol,2600,1982.0,Shooter,,1.05,0.06,,,,,
,Jungle Hunt,2600,1982.0,Platform,,1.03,0.06,,,,,
,Joust,2600,1982.0,Platform,,1.01,0.06,,,,,
,Enduro,2600,1982.0,Misc,,0.81,0.05,,,,,
,Yars' Revenge,2600,1982.0,Shooter,,0.73,0.04,,,,,
,Galaxian,2600,1982.0,Shooter,,0.72,0.05,,,,,
,Kangaroo,2600,1982.0,Platform,,0.67,0.04,,,,,
,Keystone Kapers,2600,1982.0,Action,,0.62,0.04,,,,,
,X-Man,2600,1982.0,Action,,0.58,0.04,,,,,
,Battlezone,2600,1982.0,Shooter,,0.58,0.03,,,,,
,Halloween,2600,1982.0,Action,,0.58,0.03,,,,,
,Q*bert,2600,1982.0,Puzzle,,0.55,0.03,,,,,
,The Activision Decathlon,2600,1982.0,Sports,,0.52,0.03,,,,,
,Action Force,2600,1982.0,Action,,0.5,0.03,,,,,
,Popeye,2600,1982.0,Platform,,0.5,0.03,,,,,
,Chopper Command,2600,1982.0,Shooter,,0.47,0.03,,,,,
,RealSports Tennis,2600,1982.0,Sports,,0.46,0.03,,,,,
,Gauntlet,2600,1982.0,Action,,0.46,0.03,,,,,
,Congo Bongo,2600,1982.0,Action,,0.37,0.02,,,,,
,Bump 'n' Jump,2600,1982.0,Racing,,0.37,0.02,,,,,
,Gravitar,2600,1982.0,Action,,0.35,0.02,,,,,
,Alien's Return,2600,1982.0,Action,,0.32,0.02,,,,,
,Bank Heist,2600,1982.0,Action,,0.32,0.02,,,,,
,Frankenstein's Monster,2600,1982.0,Action,,0.3,0.02,,,,,
,Mountain King,2600,1982.0,Action,,0.29,0.02,,,,,
,Polaris,2600,1982.0,Action,,0.26,0.02,,,,,
,Mr. Do!,2600,1982.0,Action,,0.26,0.02,,,,,
,Porky's,2600,1982.0,Action,,0.23,0.01,,,,,
,Assault,2600,1982.0,Action,,0.21,0.01,,,,,
,Death Trap,2600,1982.0,Action,,0.15,0.01,,,,,
,Pressure Cooker,2600,1982.0,Action,,0.14,0.01,,,,,
,Krull,2600,1982.0,Action,,0.13,0.01,,,,,
,Baseball,NES,1983.0,Sports,,0.73,0.1,,,,,
,Mario Bros.,NES,1983.0,Platform,,0.51,0.12,,,,,
,Mahjong,NES,1983.0,Misc,,0.01,0.0,,,,,
,Pitfall II: Lost Caverns,2600,1983.0,Platform,,1.22,0.07,,,,,
,Donkey Kong,NES,1983.0,Platform,,0.23,0.05,,,,,
,Donkey Kong Jr.,NES,1983.0,Platform,,0.33,0.07,,,,,
,Popeye,NES,1983.0,Platform,,0.51,0.12,,,,,
,Jr. Pac-Man,2600,1983.0,Puzzle,,0.72,0.05,,,,,
,Crystal Castles,2600,1983.0,Action,,0.72,0.04,,,,,
,Midnight Magic,2600,1983.0,Action,,0.47,0.03,,,,,
,Millipede,2600,1983.0,Shooter,,0.45,0.03,,,,,
,Gremlins,2600,1983.0,Action,,0.43,0.03,,,,,
,Pengo,2600,1983.0,Adventure,,0.38,0.02,,,,,
,Frostbite,2600,1983.0,Action,,0.32,0.02,,,,,
,Frogger II: Threeedeep!,2600,1983.0,Action,,0.31,0.02,,,,,
,Dolphin,2600,1983.0,Action,,0.27,0.02,,,,,
,Mr. Do!'s Castle,2600,1983.0,Action,,0.15,0.01,,,,,
,Duck Hunt,NES,1984.0,Shooter,,26.93,0.63,,,,,
,Excitebike,NES,1984.0,Racing,,2.04,0.48,,,,,
,Golf,NES,1984.0,Sports,,1.22,0.28,,,,,
,Tennis,NES,1984.0,Sports,,0.48,0.11,,,,,
,Pinball,NES,1984.0,Action,,0.8,0.19,,,,,
,F1 Race,NES,1984.0,Racing,,0.0,0.0,,,,,
,Xevious,NES,1984.0,Shooter,,0.18,0.06,,,,,
,4 Nin uchi Mahjong,NES,1984.0,Misc,,0.0,0.0,,,,,
,Hogan's Alley,NES,1984.0,Shooter,,0.68,0.16,,,,,
,Pac-Man,NES,1984.0,Puzzle,,0.27,0.08,,,,,
,Lode Runner,NES,1984.0,Puzzle,,0.0,0.0,,,,,
,Clu Clu Land,NES,1984.0,Puzzle,,0.42,0.1,,,,,
,Mappy,NES,1984.0,Platform,,0.0,0.0,,,,,
,Beamrider,2600,1984.0,Racing,,0.26,0.01,,,,,
,Super Mario Bros.,NES,1985.0,Platform,,29.08,3.58,,,,,
,Kung Fu,NES,1985.0,Action,,1.64,0.38,,,,,
,Soccer,NES,1985.0,Sports,,0.18,0.23,,,,,
,Ice Climber,NES,1985.0,Platform,,0.46,0.1,,,,,
,Gyromite,NES,1985.0,Puzzle,,0.73,0.16,,,,,
,Tag Team Match M.U.S.C.L.E.,NES,1985.0,Fighting,,0.0,0.0,,,,,
,Bomberman,NES,1985.0,Puzzle,,0.18,0.0,,,,,
,1942,NES,1985.0,Shooter,,0.65,0.14,,,,,
,Balloon Fight,NES,1985.0,Platform,,0.39,0.09,,,,,
,Wrecking Crew,NES,1985.0,Platform,,0.0,0.0,,,,,
,Ghostbusters,2600,1985.0,Puzzle,,0.42,0.03,,,,,
,Dig Dug,NES,1985.0,Puzzle,,0.0,0.0,,,,,
,Alter Ego,PC,1985.0,Simulation,,0.0,0.03,,,,,
,Strongest Tokyo University Shogi DS,DS,1985.0,Action,,0.0,0.0,,,,,
,The Legend of Zelda,NES,1986.0,Action,,3.74,0.93,,,,,
,World Class Track Meet,NES,1986.0,Sports,,1.92,0.45,,,,,
,Metroid,NES,1986.0,Action,,1.33,0.31,,,,,
,Super Mario Bros.: The Lost Levels,NES,1986.0,Platform,,0.0,0.0,,,,,
,Dragon Warrior,NES,1986.0,Role-Playing,,0.49,0.0,,,,,
,Pro Yakyuu Family Stadium,NES,1986.0,Sports,,0.15,0.0,,,,,
,Rad Racer,NES,1986.0,Racing,,1.13,0.37,,,,,
,Kid Icarus,NES,1986.0,Platform,,0.53,0.12,,,,,
,Ghosts 'n Goblins,NES,1986.0,Action,,0.74,0.26,,,,,
,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,1986.0,Platform,,0.0,0.0,,,,,
,Gradius,NES,1986.0,Shooter,,0.27,0.08,,,,,
,Castlevania,NES,1986.0,Platform,,0.54,0.06,,,,,
,TwinBee,NES,1986.0,Shooter,,0.0,0.0,,,,,
,Ganbare Goemon! Karakuri Douchuu,NES,1986.0,Platform,,0.0,0.0,,,,,
,Doraemon,NES,1986.0,Action,,0.0,0.0,,,,,
,Commando,NES,1986.0,Action,,0.71,0.16,,,,,
,Adventure Island,NES,1986.0,Platform,,0.0,0.0,,,,,
,Star Soldier,NES,1986.0,Shooter,,0.32,0.06,,,,,
,The Mysterious Murasame Castle,NES,1986.0,Action,,0.0,0.0,,,,,
,Solaris,2600,1986.0,Shooter,,0.35,0.02,,,,,
,RealSports Boxing,2600,1986.0,Sports,,0.28,0.02,,,,,
,Zelda II: The Adventure of Link,NES,1987.0,Adventure,,2.19,0.5,,,,,
,Mike Tyson's Punch-Out!!,NES,1987.0,Fighting,,2.03,0.47,,,,,
,Dragon Warrior II,NES,1987.0,Role-Playing,,0.15,0.0,,,,,
,Pro Wrestling,NES,1987.0,Fighting,,0.77,0.18,,,,,
,Volleyball,NES,1987.0,Sports,,0.14,0.03,,,,,
,Pro Yakyuu Family Stadium '87,NES,1987.0,Sports,,0.12,0.0,,,,,
,Gegege no Kitarou 2: Youkai Gundan no Chousen,NES,1987.0,Role-Playing,,0.0,0.0,,,,,
,Castlevania II: Simon's Quest,NES,1987.0,Platform,,0.45,0.06,,,,,
,Final Fantasy,NES,1987.0,Role-Playing,,0.32,0.0,,,,,
,Mega Man,NES,1987.0,Platform,,0.45,0.08,,,,,
,Kung-Fu Master,2600,1987.0,Action,,0.6,0.04,,,,,
,Commando,2600,1987.0,Action,,0.44,0.02,,,,,
,Defender II,2600,1987.0,Shooter,,0.42,0.02,,,,,
,Desert Falcon,2600,1987.0,Shooter,,0.24,0.01,,,,,
,Super Football,2600,1987.0,Sports,,0.07,0.0,,,,,
,Super Baseball,2600,1987.0,Sports,,0.07,0.0,,,,,
,Super Mario Bros. 3,NES,1988.0,Platform,,9.54,3.44,,,,,
,Super Mario Bros. 2,NES,1988.0,Platform,,5.39,1.18,,,,,
,Tetris,NES,1988.0,Puzzle,,2.97,0.69,,,,,
,Dragon Warrior III,NES,1988.0,Role-Playing,,0.1,0.0,,,,,
,Ice Hockey,NES,1988.0,Sports,,1.27,0.32,,,,,
,R.C. Pro-Am,NES,1988.0,Racing,,1.47,0.38,,,,,
,Donkey Kong Classics,NES,1988.0,Platform,,0.59,0.14,,,,,
,Mega Man 2,NES,1988.0,Action,,0.93,0.15,,,,,
,Disney's DuckTales,GB,1988.0,Platform,,0.82,0.23,,,,,
,Dragon Ball: Daimaou Fukkatsu,NES,1988.0,Role-Playing,,0.0,0.0,,,,,
,Pro Yakyuu Family Stadium '88,NES,1988.0,Sports,,0.1,0.0,,,,,
,Final Fantasy II,NES,1988.0,Role-Playing,,0.0,0.0,,,,,
,River Raid II,2600,1988.0,Shooter,,0.47,0.03,,,,,
,Rampage,2600,1988.0,Action,,0.22,0.01,,,,,
,SimCity,PC,1988.0,Simulation,,0.0,0.02,,,,,
,Tetris,GB,1989.0,Puzzle,,23.2,2.26,,,,,
,Super Mario Land,GB,1989.0,Platform,,10.83,2.71,,,,,
,Dr. Mario,GB,1989.0,Puzzle,,2.18,0.96,,,,,
,Teenage Mutant Ninja Turtles,NES,1989.0,Action,,3.38,0.44,,,,,
,Golf,GB,1989.0,Sports,,0.83,0.33,,,,,
,Tennis,GB,1989.0,Sports,,0.75,0.3,,,,,
,Alleyway,GB,1989.0,Puzzle,,0.96,0.38,,,,,
,Disney's DuckTales,NES,1989.0,Platform,,0.91,0.3,,,,,
,Baseball,GB,1989.0,Sports,,0.66,0.27,,,,,
,Yakuman,GB,1989.0,Misc,,0.0,0.0,,,,,
,SolarStriker,GB,1989.0,Shooter,,0.4,0.39,,,,,
,The Final Fantasy Legend,GB,1989.0,Role-Playing,,0.0,0.0,,,,,
,Famicom Jump: Eiyuu Retsuden,NES,1989.0,Role-Playing,,0.0,0.0,,,,,
,Castlevania III: Dracula's Curse,NES,1989.0,Platform,,0.4,0.07,,,,,
,Double Dragon,2600,1989.0,Action,,0.45,0.02,,,,,
,Klax,2600,1989.0,Puzzle,,0.14,0.01,,,,,
,Adventures of Lolo,NES,1989.0,Puzzle,,0.06,0.0,,,,,
,Super Mario World,SNES,1990.0,Platform,,12.78,3.75,,,,,
,Dr. Mario,NES,1990.0,Puzzle,,2.62,0.6,,,,,
,F-1 Race,GB,1990.0,Racing,,1.73,0.69,,,,,
,Dragon Warrior IV,NES,1990.0,Role-Playing,,0.08,0.0,,,,,
,F-Zero,SNES,1990.0,Racing,,1.37,0.51,,,,,
,Streets of Rage,GEN,1990.0,Action,,1.86,0.55,,,,,
,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990.0,Action,,1.74,0.25,,,,,
,Final Fight,SNES,1990.0,Action,,0.67,0.17,,,,,
,Nintendo World Cup,NES,1990.0,Sports,,0.28,0.5,,,,,
,Final Fantasy III,NES,1990.0,Role-Playing,,0.0,0.0,,,,,
,Disney's Chip 'n Dale: Rescue Rangers,NES,1990.0,Platform,,0.68,0.14,,,,,
,Mega Man 3,NES,1990.0,Platform,,0.68,0.1,,,,,
,Qix,GB,1990.0,Puzzle,,0.51,0.2,,,,,
,Pilotwings,SNES,1990.0,Simulation,,0.46,0.17,,,,,
,Extra Bases,GB,1990.0,Sports,,0.0,0.0,,,,,
,Famista '91,NES,1990.0,Sports,,0.0,0.0,,,,,
,The Legend of Zelda: A Link to the Past,SNES,1991.0,Action,,2.42,0.91,,,,,
,Sonic the Hedgehog,GEN,1991.0,Platform,,3.03,0.91,,,,,
,SimCity,SNES,1991.0,Simulation,,0.93,0.27,,,,,
,Final Fantasy II,SNES,1991.0,Role-Playing,,0.24,0.09,,,,,
,Metroid II: Return of Samus,GB,1991.0,Adventure,,0.85,0.31,,,,,
,Yoshi,NES,1991.0,Puzzle,,0.7,0.13,,,,,
,Super Scope 6,SNES,1991.0,Shooter,,1.06,0.38,,,,,
